Date,AveragePrice,TotalVolume,TotalBags,Type,Year,Region,WeekAgo,Pct4046,Pct4225,Pct4770,PctSmall,PctLarge,PercentXLarge
2015-08-23,0.85,1120172.03,111144.33,True,2015,DallasFtWorth,0.88,0.6065504777868806,0.28685333269747865,0.007375420719976377,0.9233180855919506,0.07649719963222595,0.00018471477582347206
2015-08-16,0.88,1122668.33,109684.37,True,2015,DallasFtWorth,0.85,0.6400774839707111,0.25590726336780156,0.0063155428994777114,0.9190634909969396,0.08081771359036845,0.00011879541269189038
2015-08-09,0.85,1124259.51,109761.68,True,2015,DallasFtWorth,0.87,0.5999781491730499,0.29545978223479735,0.006931869315475037,0.9258115400566027,0.07415465944034384,3.3800503053524694e-05
2015-08-02,0.87,1067498.21,103103.0,True,2015,DallasFtWorth,0.8,0.6612154131855641,0.23780901702870305,0.004391801275245229,0.891279788172992,0.10872021182700793,0.0
2015-07-26,0.8,1191310.92,116524.06,True,2015,DallasFtWorth,0.82,0.5555610788827487,0.34124052182783654,0.005386771742174579,0.8386858473692043,0.16128248535109402,3.166727970171997e-05
2015-07-19,0.82,1186878.88,133329.08,True,2015,DallasFtWorth,0.82,0.5766849267719719,0.30679132987858043,0.004187866246301392,0.8695951400849689,0.1303497331564877,5.512675854359754e-05
2015-07-12,0.82,1144448.23,107362.42,True,2015,DallasFtWorth,0.83,0.6233795564522827,0.2789798451608423,0.0038290853925301623,0.9553988257716247,0.03733969483921842,0.007261479389156839
2015-07-05,0.83,1320696.13,145175.58,True,2015,DallasFtWorth,0.77,0.6324057222761758,0.25359072567283136,0.004080022555983412,0.9620799861794939,0.037869867645784504,5.0146174721671515e-05
2015-06-28,0.77,1203553.98,133410.7,True,2015,DallasFtWorth,0.75,0.6317741062183185,0.2514035805855588,0.005975020746472876,0.9437030912812839,0.05621558090917745,8.132780953851527e-05
2015-06-21,0.75,1283503.44,143730.96,True,2015,DallasFtWorth,0.65,0.5885073903658568,0.2928083465050939,0.006700955939783068,0.9372248679059823,0.06271258467904202,6.254741497586881e-05
2015-06-14,0.65,1508750.45,134774.73,True,2015,DallasFtWorth,0.73,0.6715839455093452,0.23407794841088533,0.005009397014595754,0.9688623379175012,0.03107125497487548,6.640710762321689e-05
2015-06-07,0.73,1255575.78,133958.89,True,2015,DallasFtWorth,0.68,0.6283832107688474,0.25429269589765424,0.010632890672676084,0.9469289421553134,0.05301790721018963,5.3150634496896766e-05
2015-05-31,0.68,1377670.81,112892.03,True,2015,DallasFtWorth,0.81,0.6836454130867445,0.2291210554138111,0.005289405819667472,0.8809869040356524,0.11888766638353478,0.00012542958081274648
2015-05-24,0.81,1184131.34,101993.85,True,2015,DallasFtWorth,0.73,0.6547972879427378,0.253298278550756,0.0057705338666232744,0.949667357394588,0.05017606453722454,0.00015657806818744464
2015-05-17,0.73,1219398.43,96117.87,True,2015,DallasFtWorth,0.75,0.7018802951878493,0.21406155984635802,0.005234138279151303,0.9205377730488619,0.07937015250129867,9.207444983955636e-05
2015-05-10,0.75,1298826.19,115964.95,True,2015,DallasFtWorth,0.77,0.6295892986266315,0.2751178739320001,0.0060084020942016885,0.9253040681688735,0.07454355820444022,0.0001523736266863393
2015-05-03,0.77,1282852.08,111724.32,True,2015,DallasFtWorth,0.81,0.5084798942680905,0.39682653825529124,0.007602996598017754,0.9379992646184823,0.05503716648264227,0.006963568898875374
2015-04-26,0.81,1102639.51,102359.29,True,2015,DallasFtWorth,0.8,0.6511292344312966,0.24507392266399017,0.01096569630449756,0.8939675138426616,0.102225992384277,0.003806493773061537
2015-04-19,0.8,1137811.87,102270.38,True,2015,DallasFtWorth,0.72,0.6461833536681243,0.24985916169076347,0.014074101722985188,0.8722951845881476,0.12765338312031302,5.143229153934893e-05
2015-04-12,0.72,1266899.55,94370.85,True,2015,DallasFtWorth,0.77,0.6879086191166458,0.227658767421616,0.009943006136516505,0.9017661703799426,0.09814047452152863,9.335509852883597e-05
2015-04-05,0.77,1324348.89,120093.08,True,2015,DallasFtWorth,0.79,0.6062735099962971,0.2927820175845052,0.01026362471599157,0.8786699450126518,0.11448411515467835,0.006845939832669792
2015-03-29,0.79,1164808.22,109584.41,True,2015,DallasFtWorth,0.67,0.554188268005183,0.3402800505648904,0.01145232302704732,0.8750755695997268,0.12474785418838318,0.00017657621188999422
2015-03-22,0.67,1333424.37,98562.51,True,2015,DallasFtWorth,0.72,0.6940978887314021,0.22322705861450545,0.008758217010838041,0.8985060343938075,0.10137292566920222,0.00012103993699024102
2015-03-15,0.72,1211158.55,102495.19,True,2015,DallasFtWorth,0.75,0.5995714516485062,0.30418914187576845,0.011613665279413665,0.8849987009146478,0.11493222267308349,6.907641226871232e-05
2015-03-08,0.75,1218684.28,111142.58,True,2015,DallasFtWorth,0.82,0.5947199302513363,0.30488950755974303,0.009191732579007255,0.8768056311091573,0.12306516548383167,0.0001292034070110663
2015-03-01,0.82,1144032.03,107972.3,True,2015,DallasFtWorth,0.8,0.5813061195498171,0.3134774469557465,0.010837694815240443,0.8824900460581093,0.11739631368415787,0.00011364025773277034
2015-02-22,0.8,1116600.76,102738.51,True,2015,DallasFtWorth,0.77,0.6228666636408164,0.2738567005811459,0.011266569440629792,0.830475641509693,0.16952435849030711,0.0
2015-02-15,0.77,1020856.87,82586.46,True,2015,DallasFtWorth,0.67,0.6130281319456664,0.2936743326221628,0.012398378628729804,0.8175486635460582,0.18236851416079583,8.282229314587403e-05
2015-02-08,0.67,1207167.54,80177.93,True,2015,DallasFtWorth,0.68,0.6113225592530429,0.3122302808108972,0.010028931029739252,0.8476033242564383,0.15186323717761235,0.0005334385659495076
2015-02-01,0.68,1391089.32,90804.99,True,2015,DallasFtWorth,0.8,0.5651448032107672,0.35602466561960233,0.013554356092677067,0.8734548618969067,0.1263666236844473,0.00017851441864593566
2015-01-25,0.8,1008295.47,78188.26,True,2015,DallasFtWorth,0.76,0.6440020205585174,0.26892123198768314,0.009531759574403324,0.7694032326592254,0.2305967673407747,0.0
2015-01-18,0.76,1091677.29,74805.23,True,2015,DallasFtWorth,0.76,0.5744285566295878,0.3428035862136511,0.01424464916733772,0.8338412969253621,0.16598719100255424,0.00017151207208372998
2015-01-11,0.76,1128693.04,87684.88,True,2015,DallasFtWorth,0.74,0.6029736038772774,0.30879540109505765,0.010543903061544527,0.773882908889195,0.22583083879455615,0.0002862523162488219
2015-01-04,0.74,1086363.97,89330.21,True,2015,DallasFtWorth,,0.5640796426634068,0.3446549133988676,0.009036824002916813,0.6108049001563972,0.3891189777791858,7.612206441695368e-05
2015-12-27,0.98,625475.1,266590.08,True,2015,Denver,1.05,0.1487416525454011,0.3944955282792233,0.030542686671299942,0.14486668071070008,0.8548112893022876,0.00032202998701226986
2015-12-20,1.05,528944.54,202799.96,True,2015,Denver,0.83,0.21439591757578214,0.35592238082276073,0.04627674198130488,0.17254944231744423,0.8274505576825558,0.0
2015-12-13,0.83,741702.5,294366.5,True,2015,Denver,0.76,0.12973171857988883,0.43381857281052716,0.03957023200002697,0.11633253104548243,0.883391690290845,0.0002757786636726666
2015-12-06,0.76,838225.19,340033.61,True,2015,Denver,1.12,0.13273204065842975,0.45110106986882614,0.010507868416600556,0.10318403524875086,0.8965115830755672,0.00030438167568200096
2015-11-29,1.12,429109.64,149739.49,True,2015,Denver,0.85,0.19864725015266493,0.4194322458008634,0.03296658634842135,0.2131729579151098,0.7868270420848903,0.0
2015-11-22,0.85,724865.72,282805.93,True,2015,Denver,0.82,0.13802219809760075,0.44669859681045476,0.02512979921301838,0.11088381350419349,0.8891161864958065,0.0
2015-11-15,0.82,925618.09,378320.36,True,2015,Denver,0.93,0.10616670207903997,0.4634728022655651,0.02163862203687052,0.0958967949808464,0.9041032050191538,0.0
2015-11-08,0.93,690633.88,209920.36,True,2015,Denver,0.82,0.16501492802525122,0.5132308597429365,0.017801038084027967,0.188813652949147,0.8111625284941394,2.38185567136032e-05
2015-11-01,0.82,831994.43,237105.47,True,2015,Denver,0.93,0.1686671267739136,0.5360706561460994,0.010277773133649463,0.1755923640226436,0.8244076359773564,0.0
2015-10-25,0.93,735206.51,223824.71,True,2015,Denver,0.87,0.14450248815125427,0.5357958949520183,0.015263738619507056,0.178329818901586,0.821670181098414,0.0
2015-10-18,0.87,805437.95,239193.51,True,2015,Denver,0.9,0.1453363477596257,0.5406891493007003,0.01700127241334978,0.17428721205688233,0.8256390819299403,7.370601317736422e-05
2015-10-11,0.9,775976.51,216495.03,True,2015,Denver,1.02,0.1398737443740404,0.5568493948354184,0.024279974660573165,0.18689699250832686,0.8131030074916732,0.0
2015-10-04,1.02,678935.84,184827.7,True,2015,Denver,0.97,0.14981118097992882,0.5372735220459124,0.040683829564808364,0.2236979630217765,0.7762609717049987,4.1065273224738496e-05
2015-09-27,0.97,694871.74,173509.24,True,2015,Denver,0.98,0.17138365707605263,0.5569187775574238,0.02199790136809996,0.2484490739513354,0.7515509260486647,0.0
2015-09-20,0.98,760083.16,187898.66,True,2015,Denver,1.01,0.11233245846415015,0.6068710955259159,0.033588416825337905,0.2163133042034467,0.7836866957965533,0.0
2015-09-13,1.01,735436.91,149626.22,True,2015,Denver,1.09,0.15764191111920123,0.614514139628918,0.024391799970985954,0.3190212918564674,0.6809787081435327,0.0
2015-09-06,1.09,729046.74,151435.78,True,2015,Denver,1.14,0.18950026441377407,0.576596433309612,0.026185783369664338,0.3158687464745782,0.6841312535254218,0.0
2015-08-30,1.14,721703.83,161467.42,True,2015,Denver,1.2,0.16606530964370803,0.5833868028662118,0.02681702548259998,0.27244846050057653,0.7275515394994234,0.0
2015-08-23,1.2,598195.03,123397.31,True,2015,Denver,1.17,0.22611623837797512,0.5317928000839458,0.03580822127525867,0.3679781188098833,0.6320218811901167,0.0
2015-08-16,1.17,648148.15,123499.57,True,2015,Denver,1.09,0.24320123416228218,0.5382465567478669,0.02801001591997138,0.3782245557616111,0.6217754442383888,0.0
2015-08-09,1.09,669377.04,136451.77,True,2015,Denver,1.05,0.19685475020176965,0.5634035191885278,0.035892835523608634,0.34148417422507604,0.658515825774924,0.0
2015-08-02,1.05,727916.83,134187.27,True,2015,Denver,1.18,0.21087392635227298,0.5818245471807542,0.022957293074265094,0.34015745308776313,0.659842546912237,0.0
2015-07-26,1.18,703672.69,162596.91,True,2015,Denver,1.1,0.19745367693607666,0.5348441048635837,0.036633267663123324,0.3613420451840075,0.6386579548159925,0.0
2015-07-19,1.1,857872.86,208462.46,True,2015,Denver,1.18,0.1390254029017773,0.5980549378843854,0.019920411050187554,0.3290042245495904,0.6709096208497204,8.6154600689256e-05
2015-07-12,1.18,738933.68,169338.72,True,2015,Denver,1.19,0.16736742869806662,0.5736013819264538,0.029864858778666035,0.39457065696492805,0.6000514826142538,0.0053778604208181095
2015-07-05,1.19,736913.15,142805.6,True,2015,Denver,1.2,0.198356414185308,0.5813292651922414,0.026525405334400665,0.6186702062104007,0.38132979378959925,0.0
2015-06-28,1.2,696697.65,153136.3,True,2015,Denver,1.16,0.2337966548329824,0.5199187050508925,0.026481544756179386,0.6086484393314975,0.3912683015065664,8.325916193613141e-05
2015-06-21,1.16,730826.79,128296.93,True,2015,Denver,1.16,0.25205180286289175,0.5548094644970527,0.01758833991293614,0.6514689010875008,0.34853109891249934,0.0
2015-06-14,1.16,743005.75,129731.23,True,2015,Denver,1.11,0.2617033852026044,0.5398790655388602,0.023814284075190536,0.6128716269783305,0.3871283730216695,0.0
2015-06-07,1.11,782886.63,158078.11,True,2015,Denver,1.26,0.2145803154155283,0.5611401998268893,0.02236249710893645,0.4432104483030573,0.5567895516969428,0.0
2015-05-31,1.26,600377.94,88434.22,True,2015,Denver,1.16,0.21277847084121715,0.6087352243488494,0.03118872089137719,0.597235436689553,0.402764563310447,0.0
2015-05-24,1.16,657593.22,70664.14,True,2015,Denver,1.21,0.301382806227838,0.5625425852170435,0.028615866812008797,0.708426084291127,0.291573915708873,0.0
2015-05-17,1.21,592588.01,113999.04,True,2015,Denver,1.08,0.26326931589452846,0.5150304340447253,0.029325382401847785,0.444632867083793,0.5553671329162071,0.0
2015-05-10,1.08,735145.02,115631.98,True,2015,Denver,1.01,0.20235812792420196,0.6176008102455757,0.02274967461522082,0.4267293529004692,0.5732493727081385,2.1274391392415836e-05
2015-05-03,1.01,781496.4,97967.31,True,2015,Denver,1.19,0.23413478296253187,0.6215555951377383,0.018951002205512397,0.4610085752073829,0.5389914247926171,0.0
2015-04-26,1.19,620827.49,72694.91,True,2015,Denver,1.08,0.25831982730017317,0.6149523759007515,0.009634222221699622,0.6117254976999077,0.3744610179722349,0.013813484327857341
2015-04-19,1.08,797021.22,116877.94,True,2015,Denver,1.05,0.16278635592663393,0.682751495625173,0.007818700234856984,0.37884839517192037,0.6211516048280796,0.0
2015-04-12,1.05,858680.51,98979.25,True,2015,Denver,1.19,0.20531993907722443,0.6693913199450632,0.010019733649247495,0.43156772757926537,0.5684322724207347,0.0
2015-04-05,1.19,645727.95,86002.58,True,2015,Denver,1.11,0.24308509489174196,0.6139581227667162,0.009769764496023441,0.6231185157468532,0.36607750604691164,0.010803978206235208
2015-03-29,1.11,627546.3,90116.63,True,2015,Denver,1.15,0.2560437532656953,0.5927692506513065,0.007585432341804899,0.6207077428439123,0.3792922571560876,0.0
2015-03-22,1.15,603112.11,82484.5,True,2015,Denver,1.03,0.21866911277904866,0.6305369991658765,0.014029099830212331,0.5742691051045954,0.42573089489540455,0.0
2015-03-15,1.03,662131.8,93526.66,True,2015,Denver,1.03,0.2422814762861412,0.6087319171198241,0.007735786138046835,0.5412470626022569,0.45875293739774303,0.0
2015-03-08,1.03,719792.51,102365.18,True,2015,Denver,1.03,0.16473929410574167,0.6829529109715243,0.010092950258679408,0.5284259745354817,0.4715740254645184,0.0
2015-03-01,1.03,670820.5,75911.22,True,2015,Denver,1.0,0.15134956370593922,0.7272787727864608,0.008209916065475041,0.5038352696742326,0.4961647303257674,0.0
2015-02-22,1.0,899302.8,156112.59,True,2015,Denver,1.12,0.17058798215684415,0.6494960651740437,0.006323042694852056,0.4007634489953693,0.5991455269558977,9.1024048733033e-05
2015-02-15,1.12,629074.28,100261.58,True,2015,Denver,0.95,0.18584102659546023,0.6423841076446489,0.01239530886559215,0.8006138542799744,0.1991342047472222,0.000251940972803341
2015-02-08,0.95,766576.39,141257.84,True,2015,Denver,0.93,0.20035073086453917,0.6083066163830065,0.007071597913418649,0.6569575890442613,0.3428287590975482,0.00021365185819066751
2015-02-01,0.93,990211.57,158602.93,True,2015,Denver,1.02,0.21986801265107417,0.6141680812717629,0.005793155901016184,0.5709601329559296,0.4287852059227405,0.00025466112132985187
2015-01-25,1.02,695658.81,127364.97,True,2015,Denver,0.99,0.20256227330751406,0.6072442610192775,0.007108067818475554,0.5868458179670596,0.41308022135128675,7.396068165367604e-05
2015-01-18,0.99,808194.41,151308.9,True,2015,Denver,1.09,0.18804473047518358,0.6195087392401043,0.005228086148232577,0.5123826820497671,0.4875105165657803,0.00010680138445259995
2015-01-11,1.09,666579.35,122524.21,True,2015,Denver,0.99,0.16648318013451813,0.6416688425766566,0.008037587723052027,0.7002148391734172,0.2995651226806523,0.0002200381459305063
2015-01-04,0.99,668086.0,115559.9,True,2015,Denver,,0.17580684223288617,0.6429088620327322,0.008312702256895071,0.5875249978582536,0.41243995538244665,3.504675929972248e-05
2015-12-27,1.08,255499.7,62067.48,True,2015,Detroit,1.1,0.3252342762046296,0.1978310737742549,0.23400880705535074,0.7884355865583715,0.012282599519104046,0.1992818139225243
2015-12-20,1.1,250436.24,51805.83,True,2015,Detroit,1.05,0.4412600189173899,0.1703549773786733,0.18152265023624375,0.7816913656242935,0.05658976991585696,0.1617188644598494
2015-12-13,1.05,275587.85,57504.44,True,2015,Detroit,0.98,0.47972387026496277,0.13820954007950642,0.17340557647951463,0.8402542481937046,0.049447138342708835,0.11029861346358645
2015-12-06,0.98,339797.19,54242.79,True,2015,Detroit,1.11,0.27356777141094074,0.2319196047501158,0.3348797852036387,0.5643526079687273,0.016331387083887094,0.41931600494738563
2015-11-29,1.11,228427.08,42282.8,True,2015,Detroit,1.09,0.36876551589242396,0.16742371351067484,0.27870662269990054,0.7480242557257324,0.021767243418127465,0.23020850085614009
2015-11-22,1.09,270529.34,55653.33,True,2015,Detroit,1.1,0.3531105350717227,0.20679912204716872,0.23437021655396043,0.8514990926868168,0.02259038228260555,0.12591052503057767
2015-11-15,1.1,248933.35,72836.93,True,2015,Detroit,1.03,0.35404143317880066,0.14249918703138814,0.21086326922447313,0.8971443469679461,0.015669523688052203,0.08718612934400173
2015-11-08,1.03,343645.67,53703.17,True,2015,Detroit,1.04,0.3007954385108359,0.2114015869892963,0.33152814059900715,0.5700760308935208,0.013685411866748277,0.41623855723973097
2015-11-01,1.04,340746.59,56532.65,True,2015,Detroit,1.17,0.3299582543144452,0.197367463017018,0.30676609265554206,0.6222420141281189,0.01957452905533351,0.3581834568165476
2015-10-25,1.17,251336.74,42762.15,True,2015,Detroit,0.97,0.33548215036130413,0.1986485939142841,0.2957303814794447,0.704635758492031,0.017022764290382967,0.2783414772175861
2015-10-18,0.97,358143.26,70322.58,True,2015,Detroit,0.99,0.32802359592080554,0.2730416314410049,0.20258155912245843,0.8979161458524416,0.011717289098323752,0.09036656504923454
2015-10-11,0.99,362400.65,73877.49,True,2015,Detroit,1.1,0.304564106052238,0.29025372884954814,0.2013263221244222,0.9302067517453556,0.01655348604832135,0.05323976220632292
2015-10-04,1.1,286400.89,54175.41,True,2015,Detroit,1.17,0.2849770473827787,0.2106709584596612,0.3151926308608887,0.752726744476876,0.019179181108181734,0.22809407441494212
2015-09-27,1.17,257472.31,46419.67,True,2015,Detroit,1.0,0.34401198326919114,0.16973662138658718,0.30596144494139976,0.7284976390396571,0.023305422033375076,0.24819693892696781
2015-09-20,1.0,373545.23,60966.23,True,2015,Detroit,1.03,0.34786981485481694,0.19096916322556173,0.2979512547918227,0.6262627687491911,0.013765981593416552,0.3599712496573923
2015-09-13,1.03,401472.63,70173.13,True,2015,Detroit,1.09,0.3767979152152912,0.18325702551628487,0.26515573427757705,0.7332850907462728,0.018946710799418523,0.2477681984543086
2015-09-06,1.09,336982.39,61933.21,True,2015,Detroit,0.96,0.42710757081401196,0.1523851735991308,0.2367195805098302,0.8021055262596595,0.01998410868740697,0.17791036505293362
2015-08-30,0.96,422762.9,68937.09,True,2015,Detroit,1.11,0.4206317299838751,0.17853508432267826,0.23776994149675856,0.7617825179449844,0.01547236763257631,0.22274511442243936
2015-08-23,1.11,267968.5,55181.73,True,2015,Detroit,0.97,0.4262021468941312,0.13681962618740634,0.23105204529636877,0.8289158386299234,0.039047162892500833,0.1320369984775758
2015-08-16,0.97,400251.59,74575.51,True,2015,Detroit,1.07,0.2843764593165014,0.21682352342435418,0.31247843387705215,0.7150689281239914,0.021096738057842315,0.26383433381816634
2015-08-09,1.07,341289.98,67447.96,True,2015,Detroit,1.04,0.40083122276253175,0.16670990458026338,0.23483232645740143,0.8145293052599366,0.02181785779732997,0.1636528369427333
2015-08-02,1.04,364735.69,72591.34,True,2015,Detroit,0.99,0.4304993843624132,0.16064312214688944,0.20983298892411653,0.8741282362331375,0.023092423972336094,0.10277933979452647
2015-07-26,0.99,326233.8,105548.2,True,2015,Detroit,1.04,0.3650287922342811,0.1180171092020508,0.193418646381828,0.9288380095539289,0.02385999950733409,0.047301990938737
2015-07-19,1.04,370830.93,73481.26,True,2015,Detroit,1.02,0.3393573184415874,0.17858262254445714,0.2839070624448721,0.835616591223395,0.0277416309954402,0.1366417777811649
2015-07-12,1.02,310049.5,82776.4,True,2015,Detroit,1.06,0.4128224364174108,0.11794781155912203,0.20225173722260478,0.926608067033599,0.02388410223203715,0.049507830734363906
2015-07-05,1.06,373691.57,74583.1,True,2015,Detroit,1.0,0.3755477277691867,0.1678343185531319,0.2570333069060134,0.8905041490632596,0.02480106083013444,0.08469479010660591
2015-06-28,1.0,329753.61,115728.27,True,2015,Detroit,0.97,0.4100969205462224,0.09150956679443176,0.1474397505458697,0.9617465983030766,0.01837105142935257,0.019882350267570747
2015-06-21,0.97,424580.52,82434.57,True,2015,Detroit,1.04,0.3142053007990098,0.2050867524492174,0.28655261904149537,0.8510424691970857,0.03435233543402968,0.11460519536888468
2015-06-14,1.04,372413.5,86444.91,True,2015,Detroit,0.97,0.36734132892604593,0.1568637280871934,0.24367416863244754,0.9330960029919633,0.020660672791492293,0.04624332421654438
2015-06-07,0.97,447813.52,76377.86,True,2015,Detroit,1.09,0.342139893409203,0.19451509637315104,0.2927877211031949,0.8107222433307244,0.01545945382601712,0.17381830284325853
2015-05-31,1.09,324400.67,80020.07,True,2015,Detroit,1.03,0.5001317044135575,0.08909932276033833,0.1640984896856101,0.9342432467254778,0.009967999278181086,0.055788753996341166
2015-05-24,1.03,373245.43,98619.41,True,2015,Detroit,0.95,0.5180194436674014,0.09316668659546616,0.12459252347711262,0.9590960846348604,0.007258307467059476,0.033645607898080104
2015-05-17,0.95,495155.82,65900.89,True,2015,Detroit,1.11,0.43266774083358245,0.19895373541201636,0.23528730814473714,0.8117363817089572,0.00897180599533633,0.17929181229570648
2015-05-10,1.11,360917.96,91797.23,True,2015,Detroit,1.06,0.4928343549320737,0.11754117196051977,0.13528071587238272,0.9584858933107242,0.020480247606599895,0.021033859082676024
2015-05-03,1.06,374659.88,66858.29,True,2015,Detroit,1.01,0.43049247760395376,0.19195954474762547,0.19909735197694503,0.9069117681591917,0.011749029177982267,0.08133920266282611
2015-04-26,1.01,361243.2,100217.05,True,2015,Detroit,0.96,0.3690670163479894,0.16900373487999218,0.184506587252023,0.9369988440090782,0.01472583756955528,0.048275318421366425
2015-04-19,0.96,468643.05,81262.16,True,2015,Detroit,1.02,0.2996615227730359,0.29663527497100406,0.23030436491056466,0.8400597522881499,0.049935172779064695,0.11000507493278544
2015-04-12,1.02,271182.01,107068.62,True,2015,Detroit,1.11,0.3556348741570283,0.09094814217211532,0.1585949967698816,0.9505128580157287,0.022896811409355983,0.026590330574915413
2015-04-05,1.11,295385.41,69389.45,True,2015,Detroit,0.97,0.3832637840846642,0.21280614367513956,0.16901850365595242,0.951121820392005,0.028809422758070573,0.020068756849924593
2015-03-29,0.97,304048.16,116730.39,True,2015,Detroit,0.97,0.39724769260238246,0.09269219060559354,0.12613939186476247,0.9681830926804922,0.0206961529041409,0.011120754415366899
2015-03-22,0.97,455372.43,63171.07,True,2015,Detroit,1.13,0.30392204464376554,0.23949166180306522,0.3178623264478264,0.7031603232302381,0.011942808630596253,0.28489686813916565
2015-03-15,1.13,254974.87,67078.32,True,2015,Detroit,1.01,0.4234936564532811,0.12398657169626168,0.1894416104614545,0.9266564815576775,0.02051214162787619,0.052831376814446156
2015-03-08,1.01,278695.29,104569.21,True,2015,Detroit,0.97,0.3495577553535261,0.10743963416102224,0.16779278903493489,0.9534784665581771,0.004530014140873781,0.041991519300949104
2015-03-01,0.97,397899.56,69072.83,True,2015,Detroit,1.15,0.24530230694399358,0.2561831684357731,0.3249208920964879,0.734480981885352,0.016564544988239227,0.24895447312640875
2015-02-22,1.15,250888.8,70506.75,True,2015,Detroit,1.16,0.3954225537369544,0.13832155919275793,0.18522799742355975,0.9472768210135909,0.0037960904452410582,0.04892708854116805
2015-02-15,1.16,255597.63,82193.26,True,2015,Detroit,1.11,0.39356620794958075,0.12194983967574347,0.1629110958501454,0.9547521293108463,0.008226465284379765,0.03702140540477407
2015-02-08,1.11,268195.87,61772.96,True,2015,Detroit,0.92,0.48438575881127477,0.13421847249176505,0.1510679862445309,0.9353129589386684,0.01657472784208495,0.048112313219246736
2015-02-01,0.92,539750.77,70681.78,True,2015,Detroit,1.19,0.38124129030885867,0.2521901358288011,0.23561594919077186,0.7640350879675073,0.009740416837266975,0.22622449519522572
2015-01-25,1.19,277325.29,73764.25,True,2015,Detroit,1.1,0.3970548448718832,0.17148958899493086,0.16547098896029283,0.9396356636175384,0.017352986033207143,0.043011350349254546
2015-01-18,1.1,291788.43,94985.22,True,2015,Detroit,1.08,0.3893809634604086,0.15575041820541,0.12934090635464882,0.9719341598619238,0.011222903942318604,0.016842936195757614
2015-01-11,1.08,332165.05,56696.63,True,2015,Detroit,1.01,0.3262796311652897,0.2712649329000748,0.2317673096552452,0.8578839694704958,0.010949857160822436,0.13116617336868172
2015-01-04,1.01,369694.27,56132.13,True,2015,Detroit,,0.32901313293278794,0.3188177896292523,0.20033515802124818,0.8316067820693781,0.018893100974433003,0.14950011695618892
2015-12-27,1.13,147713.85,37856.64,True,2015,GrandRapids,1.13,0.020259576200877573,0.6844980345444925,0.03895877062306615,0.8119603324542274,0.07711302429375665,0.11092664325201604
2015-12-20,1.13,126262.26,35160.73,True,2015,GrandRapids,1.24,0.02083053162520614,0.6752604459955018,0.02543523298252384,0.8687993679312118,0.06508283531087096,0.06611779675791714
2015-12-13,1.24,117645.69,40989.06,True,2015,GrandRapids,0.93,0.032384356791991274,0.591459661633163,0.027744917812118745,0.9333470931024034,0.05443818423745263,0.012214722660143952
2015-12-06,0.93,217174.66,32057.78,True,2015,GrandRapids,1.12,0.018540698993151413,0.7618497019864104,0.07199670532464515,0.8288284466360428,0.04868053870230565,0.12249101466165156
2015-11-29,1.12,120552.43,30728.58,True,2015,GrandRapids,1.11,0.030914101026416476,0.6865071902739747,0.02768065313988279,0.905857348435886,0.09165506508924265,0.002487586474871276
2015-11-22,1.11,140981.22,36725.69,True,2015,GrandRapids,1.2,0.026492677535348324,0.6723927484809679,0.040613990998233665,0.9150755234278783,0.06336763175858642,0.021556844813535158
2015-11-15,1.2,129448.75,48756.23,True,2015,GrandRapids,0.93,0.026966424936509623,0.5770271246342664,0.019361407506831855,0.9701576598518794,0.029273387216361888,0.0005689529317586695
2015-11-08,0.93,198257.69,36853.5,True,2015,GrandRapids,0.91,0.020028832172915966,0.7559694153603828,0.03811488976795805,0.9485196792706255,0.0493649178504077,0.0021154028789667195
2015-11-01,0.91,205592.1,45973.75,True,2015,GrandRapids,1.14,0.018150697424657854,0.7163761642592298,0.041856812591534405,0.9438579624242095,0.038220071236303325,0.01792196633948721
2015-10-25,1.14,134921.44,35155.6,True,2015,GrandRapids,0.94,0.028903708706340518,0.6406313184917088,0.06990149230544826,0.867222291754372,0.0863651879074742,0.04641252033815381
2015-10-18,0.94,184806.99,45134.39,True,2015,GrandRapids,0.97,0.020678168071456605,0.6413283393663844,0.0937690181523978,0.8919482461156559,0.040562639707770506,0.06748911417657356
2015-10-11,0.97,198769.54,39487.65,True,2015,GrandRapids,0.99,0.01830758374748968,0.5351113656549187,0.24792058179537968,0.5520536167637223,0.05458364830522961,0.393362734931048
2015-10-04,0.99,160322.48,36660.84,True,2015,GrandRapids,1.15,0.02021987184828977,0.638192348321957,0.112918412938722,0.8032260035503824,0.05998171345773856,0.1367922829918791
2015-09-27,1.15,137849.61,34572.59,True,2015,GrandRapids,0.88,0.021601584509379462,0.6331172790405428,0.09448180520786385,0.8355966388401912,0.05533979374990419,0.10906356740990479
2015-09-20,0.88,244696.01,53745.61,True,2015,GrandRapids,0.95,0.014764155737561882,0.7261504590941225,0.03944302156786291,0.9616794748445502,0.033780805539280326,0.004539719616169581
2015-09-13,0.95,219380.93,51809.03,True,2015,GrandRapids,1.09,0.018750490300136844,0.6519183777733096,0.09317099713270428,0.8466742187607065,0.055042142267477306,0.0982836389718163
2015-09-06,1.09,170309.3,48654.83,True,2015,GrandRapids,0.91,0.021569755732658173,0.6574190017808775,0.03532613897185885,0.9271120667773375,0.07166585516792474,0.0012220780547378338
2015-08-30,0.91,226898.73,53915.89,True,2015,GrandRapids,1.28,0.01732579111394762,0.6713664726109309,0.07368679410413623,0.9007007025201662,0.04282763393129558,0.05647166354853828
