city,state,coord1,coord2,offense_date,agency_crimetype_id,crime_id,category,masked_address,geometry
Memphis,TN,35.217,-90.000,2024-02-03 01:00:00,Aggravated Assault,2402020938ME [14:367],Assault,3400 Parham St,POINT (-90 35.217)
Memphis,TN,35.231,-90.011,2024-02-03 01:06:00,Weapon Law Violations/Felony,2402020833ME [18:530],Weapons Offense,3900 Steele St,POINT (-90.011 35.231)
Memphis,TN,35.197,-90.007,2024-02-03 01:15:00,Theft & Recovery/Passenger Vehicle,2402020872ME [19:710],Vehicle Recovery,1700 Ontario Ave,POINT (-90.007 35.197)
Memphis,TN,35.181,-89.873,2024-02-03 01:18:00,Simple Assault/DV,2402020842ME [10:367],Assault,5700 Sycamore Woods Dr,POINT (-89.873 35.181)
Memphis,TN,35.096,-89.911,2024-02-03 01:30:00,Theft from Motor Vehicle,2402020973ME [12:223],Theft from Vehicle,4600 Flamingo Rd,POINT (-89.911 35.096)
Memphis,TN,35.035,-90.037,2024-02-03 01:30:00,Simple Assault/DV,2402020936ME [15:780],Assault,4600 Tulane Rd,POINT (-90.037 35.035)
Memphis,TN,35.125,-89.986,2024-02-03 01:30:00,Vandalism/Misdemeanor,2402020916ME [12:617],Property Crime,2300 York Ave,POINT (-89.986 35.125)
Memphis,TN,35.125,-89.999,2024-02-03 01:30:00,Vandalism/Misdemeanor,2402021026ME [08:607],Property Crime,1900 York Ave,POINT (-89.999 35.125)
Memphis,TN,35.063,-90.059,2024-02-03 01:40:00,Weapon Law Violations/Felony,2402021226ME [17:470],Weapons Offense,E Brooks Rd//S Third St,POINT (-90.059 35.063)
Memphis,TN,35.007,-90.007,2024-02-03 01:50:00,Trespass of Real Property,2402020851ME [15:930],Disorder,1700 Holmes Rd,POINT (-90.007 35.007)
Memphis,TN,35.052,-89.876,2024-02-03 01:55:00,Weapon Law Violations/Felony,2402020852ME [10:053],Weapons Offense,3600 Kings Arms St,POINT (-89.876 35.052)
Memphis,TN,35.131,-90.014,2024-02-03 02:00:00,Vandalism/Misdemeanor,2402020910ME [15:520],Property Crime,1500 Vinton Ave,POINT (-90.014 35.131)
Memphis,TN,35.048,-89.960,2024-02-03 02:00:00,MVT/Passenger Vehicle,2402020959ME [13:237],Theft of Vehicle,3700 Bedford Ln,POINT (-89.96 35.048)
Memphis,TN,35.133,-90.043,2024-02-03 02:00:00,Simple Assault/DV,2402020847ME [16:977],Assault,600 Ratliff Ln,POINT (-90.043 35.133)
Memphis,TN,35.069,-89.944,2024-02-03 02:05:00,Driving Under the Influence,2402020848ME [14:557],Traffic,Lamar Ave//Democrat Rd,POINT (-89.944 35.069)
Memphis,TN,35.068,-89.889,2024-02-03 02:09:00,Vandalism/Misdemeanor,2402020853ME [10:853],Property Crime,3000 Castleman St,POINT (-89.889 35.068)
Memphis,TN,35.170,-89.935,2024-02-03 02:11:00,Drugs/Narcotics Violation/Felony,2402020850ME [14:573],Drugs,Townes Ave//Flowers St,POINT (-89.935 35.17)
Memphis,TN,35.034,-89.959,2024-02-03 02:27:00,Vandalism/Misdemeanor,2402020888ME [11:270],Property Crime,3200 Curzon Ave,POINT (-89.959 35.034)
Memphis,TN,35.225,-89.978,2024-02-03 02:30:00,MVT/Passenger Vehicle,2402020889ME [12:277],Theft of Vehicle,3700 Tyla Dr,POINT (-89.978 35.225)
Memphis,TN,35.076,-89.905,2024-02-03 02:30:00,Other Theft/Non-Specific,2402020886ME [08:600],Theft,4800 Showcase Blvd,POINT (-89.905 35.076)
Memphis,TN,35.198,-89.828,2024-02-03 02:30:00,Theft from Motor Vehicle,2402020875ME [07:917],Theft from Vehicle,7100 Tagen Dr,POINT (-89.828 35.198)
Memphis,TN,35.021,-90.078,2024-02-03 02:40:00,Simple Assault/DV,2402020870ME [12:453],Assault,4700 Percy Rd,POINT (-90.078 35.021)
Memphis,TN,35.098,-90.046,2024-02-03 02:45:00,Weapon Law Violations/Felony,2402021040ME [53:027],Weapons Offense,600 Shawnee Ave,POINT (-90.046 35.098)
Memphis,TN,35.056,-89.841,2024-02-03 02:45:00,Theft from Motor Vehicle,2402021020ME [14:003],Theft from Vehicle,3400 Kirby Meadows Dr,POINT (-89.841 35.056)
Memphis,TN,35.197,-90.007,2024-02-03 03:00:00,MVT/Passenger Vehicle,2402020858ME [20:697],Theft of Vehicle,1700 Ontario Ave,POINT (-90.007 35.197)
Memphis,TN,35.044,-89.925,2024-02-03 03:00:00,Burglary/Business,2402021019ME [12:620],Breaking & Entering,3900 Homewood Rd,POINT (-89.925 35.044)
Memphis,TN,35.053,-89.909,2024-02-03 03:00:00,Simple Assault/DV,2402020856ME [12:813],Assault,4700 Oak Forest Way,POINT (-89.909 35.053)
Memphis,TN,35.053,-89.909,2024-02-03 03:00:00,Vandalism/Misdemeanor,2402020856ME [13:060],Property Crime,4700 Oak Forest Way,POINT (-89.909 35.053)
Memphis,TN,35.174,-89.959,2024-02-03 03:08:00,Theft & Recovery/Passenger Vehicle,2402020855ME [14:317],Vehicle Recovery,6600 Knight Arnold Rd,POINT (-89.959 35.174)
Memphis,TN,35.125,-89.941,2024-02-03 03:12:00,Aggravated Assault,2402020857ME [14:210],Assault,300 Ridgefield St,POINT (-89.941 35.125)
Memphis,TN,35.185,-89.976,2024-02-03 03:30:00,Possible Stolen MVT,2402020928ME [13:650],Theft of Vehicle,1800 Belmont Cir,POINT (-89.976 35.185)
Memphis,TN,35.051,-89.901,2024-02-03 03:34:00,Welfare Fraud,2402020863ME [13:603],Property Crime,4900 Winchester Rd,POINT (-89.901 35.051)
Memphis,TN,35.044,-89.885,2024-02-03 03:36:00,Aggravated Assault,2402020860ME [14:037],Assault,3900 Mendenhall Rd,POINT (-89.885 35.044)
Memphis,TN,35.044,-89.885,2024-02-03 03:36:00,Shoplifting/Misdemeanor,2402020860ME [14:217],Theft,3900 Mendenhall Rd,POINT (-89.885 35.044)
Memphis,TN,35.102,-89.995,2024-02-03 04:00:00,Vandalism/Misdemeanor,2402021575ME [10:723],Property Crime,1600 Castalia St,POINT (-89.995 35.102)
Memphis,TN,35.102,-89.995,2024-02-03 04:00:00,Simple Assault/DV,2402021575ME [10:220],Assault,1600 Castalia St,POINT (-89.995 35.102)
Memphis,TN,35.174,-89.941,2024-02-03 04:00:00,Trespass of Real Property,2402020869ME [17:513],Disorder,1600 National St,POINT (-89.941 35.174)
Memphis,TN,35.183,-89.869,2024-02-03 04:00:00,MVT/Passenger Vehicle,2402021063ME [12:253],Theft of Vehicle,2200 Westchester Dr,POINT (-89.869 35.183)
Memphis,TN,35.202,-89.936,2024-02-03 04:00:00,Theft & Recovery/Passenger Vehicle,2402020961ME [08:383],Vehicle Recovery,3900 Advantage Way Dr,POINT (-89.936 35.202)
Memphis,TN,35.084,-90.019,2024-02-03 04:10:00,Arson,2402020874ME [11:837],Arson,2300 Elvis Presley Blvd,POINT (-90.019 35.084)
Memphis,TN,35.097,-89.997,2024-02-03 04:30:00,Welfare Fraud,2402021038ME [09:833],Property Crime,2000 Carver Ave,POINT (-89.997 35.097)
Memphis,TN,35.135,-90.012,2024-02-03 04:40:00,Vandalism/Misdemeanor,2402020873ME [15:583],Property Crime,1500 Eastmoreland Ave,POINT (-90.012 35.135)
Memphis,TN,35.158,-89.996,2024-02-03 04:50:00,Vandalism/Misdemeanor,2402020903ME [11:880],Property Crime,1900 Mignon Ave,POINT (-89.996 35.158)
Memphis,TN,35.060,-89.924,2024-02-03 04:50:00,MVT/Passenger Vehicle,2402020871ME [11:410],Theft of Vehicle,3300 Lynmouth St,POINT (-89.924 35.06)
Memphis,TN,35.086,-89.872,2024-02-03 05:00:00,Simple Assault/DV,2402020878ME [17:033],Assault,2400 Eastover Dr,POINT (-89.872 35.086)
Memphis,TN,35.054,-89.851,2024-02-03 05:00:00,Vandalism/Misdemeanor,2402020879ME [13:577],Property Crime,3500 Ridgeway Rd,POINT (-89.851 35.054)
Memphis,TN,35.084,-89.982,2024-02-03 05:00:00,Simple Assault/DV,2402020880ME [12:850],Assault,2300 Laura St,POINT (-89.982 35.084)
Memphis,TN,34.999,-90.024,2024-02-03 05:15:00,Aggravated Assault/DV,2402020881ME [19:907],Assault,5500 Oak Bark Dr,POINT (-90.024 34.999)
Memphis,TN,35.148,-90.051,2024-02-03 06:00:00,Welfare Fraud,2402022958ME [12:520],Property Crime,3700 Outland Dr,POINT (-90.051 35.148)
Memphis,TN,35.157,-89.784,2024-02-03 06:00:00,Vandalism/Misdemeanor,2402020925ME [16:213],Property Crime,8400 Macon Rd,POINT (-89.784 35.157)
Memphis,TN,35.194,-90.007,2024-02-03 06:33:00,Possible Stolen MVT,2402020885ME [12:897],Theft of Vehicle,2600 Watkins St,POINT (-90.007 35.194)
Memphis,TN,35.135,-90.061,2024-02-03 06:40:00,Vandalism/Misdemeanor,2402020898ME [16:070],Property Crime,500 Tennessee St,POINT (-90.061 35.135)
Memphis,TN,35.094,-90.057,2024-02-03 06:50:00,Theft from Semi-trailer,2402020891ME [16:327],Theft from Vehicle,2000 Third St,POINT (-90.057 35.094)
Memphis,TN,35.120,-90.047,2024-02-03 07:00:00,Intimidation/DV,2402020907ME [11:810],Assault,500 Walker St,POINT (-90.047 35.12)
Memphis,TN,35.164,-90.027,2024-02-03 07:00:00,MVT/Passenger Vehicle,2402020926ME [18:123],Theft of Vehicle,1000 Jehl Pl,POINT (-90.027 35.164)
Memphis,TN,35.056,-89.996,2024-02-03 07:00:00,MVT/Passenger Vehicle,2402020957ME [12:830],Theft of Vehicle,3500 Briarpark Dr,POINT (-89.996 35.056)
Memphis,TN,35.051,-89.828,2024-02-03 07:13:00,Embezzlement,2403022869ME [11:867],Theft,7100 Winchester Rd,POINT (-89.828 35.051)
Memphis,TN,35.035,-90.038,2024-02-03 07:30:00,False Pretenses/Swindle/Confidence Game,2402021015ME [08:700],Disorder,1900 Keltner Circle,POINT (-90.038 35.035)
Memphis,TN,35.225,-90.002,2024-02-03 07:30:00,Burglary/Non-Residential,2402020901ME [08:400],Breaking & Entering,3700 Watkins St,POINT (-90.002 35.225)
Memphis,TN,35.024,-89.847,2024-02-03 07:40:00,Simple Assault/DV,2402020904ME [08:267],Assault,4600 Summer Crk,POINT (-89.847 35.024)
Memphis,TN,35.109,-90.053,2024-02-03 07:40:00,Simple Assault/DV,2402020899ME [11:220],Assault,300 Bond Ave,POINT (-90.053 35.109)
Memphis,TN,35.160,-89.949,2024-02-03 07:45:00,Simple Assault/DV,2402020902ME [13:107],Assault,3400 Harmony Woods Dr,POINT (-89.949 35.16)
Memphis,TN,35.134,-89.991,2024-02-03 07:50:00,Shoplifting/Misdemeanor,2402020914ME [15:070],Theft,2200 Union Ave,POINT (-89.991 35.134)
Memphis,TN,35.211,-90.016,2024-02-03 08:00:00,Vandalism/Misdemeanor,2402020915ME [07:837],Property Crime,3200 Steele St,POINT (-90.016 35.211)
Memphis,TN,35.149,-89.901,2024-02-03 08:00:00,Theft from Motor Vehicle,2402020923ME [12:073],Theft from Vehicle,4800 Summer Ave,POINT (-89.901 35.149)
Memphis,TN,35.031,-90.007,2024-02-03 08:00:00,Other Theft/Non-Specific,2402029164ME [15:970],Theft,4300 Millbranch Rd,POINT (-90.007 35.031)
Memphis,TN,35.135,-90.003,2024-02-03 08:21:00,Shoplifting/Misdemeanor,2402020909ME [11:427],Theft,1800 Union Ave,POINT (-90.003 35.135)
Memphis,TN,35.212,-89.926,2024-02-03 08:25:00,Vandalism/Misdemeanor,2402020913ME [11:113],Property Crime,3200 Write Pl,POINT (-89.926 35.212)
Memphis,TN,35.034,-89.849,2024-02-03 08:30:00,Shoplifting/Misdemeanor,2402020937ME [15:753],Theft,6500 Raines Rd,POINT (-89.849 35.034)
Memphis,TN,35.126,-89.990,2024-02-03 08:30:00,Burglary/Business,2402020998ME [12:060],Breaking & Entering,2200 Central Ave,POINT (-89.99 35.126)
Memphis,TN,35.097,-89.971,2024-02-03 08:40:00,Shoplifting/Misdemeanor,2402020918ME [15:860],Theft,2800 Lamar Ave,POINT (-89.971 35.097)
Memphis,TN,35.128,-89.861,2024-02-03 08:40:00,Aggravated Assault,2402020929ME [56:490],Assault,3200 Knight Ln,POINT (-89.861 35.128)
Memphis,TN,35.054,-90.005,2024-02-03 08:45:00,Shoplifting/Misdemeanor,2402020919ME [07:770],Theft,1800 Winchester Rd,POINT (-90.005 35.054)
Memphis,TN,35.124,-89.945,2024-02-03 09:00:00,Vandalism/Misdemeanor,2402021006ME [10:963],Property Crime,300 Highland St,POINT (-89.945 35.124)
Memphis,TN,35.101,-89.858,2024-02-03 09:00:00,Violation of Protection Order,2402021050ME [10:843],Family Offense,6200 Poplar Pike,POINT (-89.858 35.101)
Memphis,TN,35.208,-89.991,2024-02-03 09:30:00,Simple Assault,2402021182ME [12:303],Assault,3100 Northill Cv,POINT (-89.991 35.208)
Memphis,TN,35.159,-89.974,2024-02-03 09:35:00,Intimidation/DV,2402020945ME [13:970],Assault,900 Springdale Run Dr,POINT (-89.974 35.159)
Memphis,TN,35.056,-90.060,2024-02-03 09:36:00,Shoplifting/Misdemeanor,2402020942ME [58:970],Theft,3400 Third St,POINT (-90.06 35.056)
Memphis,TN,35.141,-90.001,2024-02-03 10:00:00,Vandalism/Misdemeanor,2402020986ME [13:040],Property Crime,200 Auburndale St,POINT (-90.001 35.141)
Memphis,TN,35.179,-89.834,2024-02-03 10:00:00,Intimidation,2402021586ME [12:260],Assault,2800 Park Crest Cv,POINT (-89.834 35.179)
Memphis,TN,35.197,-89.798,2024-02-03 10:03:00,Shoplifting/Felony,2402020964ME [10:773],Theft,8000 Giacosa Pl,POINT (-89.798 35.197)
Memphis,TN,35.147,-90.015,2024-02-03 10:15:00,Drug Equipment Violation,2402020953ME [11:300],Drugs,300 Cleveland St,POINT (-90.015 35.147)
Memphis,TN,35.147,-90.015,2024-02-03 10:15:00,Shoplifting/Misdemeanor,2402020953ME [10:963],Theft,300 Cleveland St,POINT (-90.015 35.147)
Memphis,TN,35.157,-89.883,2024-02-03 10:55:00,Theft of Other Trailer,2403020157ME [18:583],Theft of Vehicle,5400 Summer Ave,POINT (-89.883 35.157)
Memphis,TN,35.138,-89.972,2024-02-03 11:00:00,Theft of Other Trailer,2402021786ME [14:057],Theft of Vehicle,2700 Poplar Ave,POINT (-89.972 35.138)
Memphis,TN,35.170,-89.976,2024-02-03 11:00:00,Intimidation,2402021007ME [09:600],Assault,1300 N Hollywood St,POINT (-89.976 35.17)
Memphis,TN,35.035,-90.041,2024-02-03 11:00:00,Aggravated Assault/DV,2402021325ME [12:550],Assault,5500 Elvis Presley Blvd,POINT (-90.041 35.035)
Memphis,TN,35.151,-90.050,2024-02-03 11:00:00,False Pretenses/Swindle/Confidence Game,2402023013ME [11:253],Disorder,300 Main St,POINT (-90.05 35.151)
Memphis,TN,35.169,-89.866,2024-02-03 11:09:00,MVT/Passenger Vehicle,2402021017ME [11:377],Theft of Vehicle,1600 Sycamore View Rd,POINT (-89.866 35.169)
Memphis,TN,35.221,-89.975,2024-02-03 11:20:00,Theft from Motor Vehicle,2402021033ME [12:300],Theft from Vehicle,2700 Frayser Blvd,POINT (-89.975 35.221)
Memphis,TN,35.142,-90.046,2024-02-03 11:30:00,Theft from Motor Vehicle,2402021172ME [12:127],Theft from Vehicle,5700 Poplar Ave,POINT (-90.046 35.142)
Memphis,TN,35.044,-89.846,2024-02-03 11:30:00,Intimidation,2402021142ME [14:617],Assault,6600 Country Oaks Cir,POINT (-89.846 35.044)
Memphis,TN,35.108,-89.982,2024-02-03 11:30:00,Aggravated Assault,2402020997ME [15:743],Assault,1100 Raymond St,POINT (-89.982 35.108)
Memphis,TN,35.108,-89.982,2024-02-03 11:30:00,Weapon Law Violations/Felony,2402020997ME [30:193],Weapons Offense,1100 Raymond St,POINT (-89.982 35.108)
Memphis,TN,35.207,-90.041,2024-02-03 11:32:00,Vandalism/Misdemeanor,2402020996ME [10:637],Property Crime,700 Whitney Ave,POINT (-90.041 35.207)
Memphis,TN,35.037,-90.091,2024-02-03 11:37:00,Wire Fraud,2402020975ME [13:030],Property Crime,900 Cavalier Dr,POINT (-90.091 35.037)
Memphis,TN,35.152,-89.890,2024-02-03 11:40:00,Theft from Motor Vehicle,2402020990ME [12:500],Theft from Vehicle,5200 Summer Ave,POINT (-89.89 35.152)
Memphis,TN,35.150,-89.911,2024-02-03 11:45:00,Vandalism/Misdemeanor,2402020982ME [12:407],Property Crime,4600 Summer Ave,POINT (-89.911 35.15)
Memphis,TN,35.157,-89.884,2024-02-03 11:48:00,Theft from Motor Vehicle,2402020985ME [12:060],Theft from Vehicle,5300 Summer Ave,POINT (-89.884 35.157)
Memphis,TN,35.040,-90.078,2024-02-03 12:00:00,Theft from Building,2402021039ME [14:500],Theft,4000 Hedgerow Dr,POINT (-90.078 35.04)
Memphis,TN,35.072,-89.881,2024-02-03 12:00:00,Vandalism/Misdemeanor,2402021061ME [12:750],Property Crime,2900 Meadowlake Dr,POINT (-89.881 35.072)
Memphis,TN,35.110,-89.958,2024-02-03 12:00:00,Burglary/Residential,2402021102ME [12:927],Breaking & Entering,3200 Douglass Ave,POINT (-89.958 35.11)
Memphis,TN,35.029,-89.865,2024-02-03 12:00:00,Robbery/Individual,2402021976ME [08:603],Robbery,6000 Wedgewood Cv,POINT (-89.865 35.029)
Memphis,TN,35.099,-89.863,2024-02-03 12:00:00,Theft from Motor Vehicle,2402021623ME [12:057],Theft from Vehicle,6000 Park Ave,POINT (-89.863 35.099)
Memphis,TN,35.149,-90.052,2024-02-03 12:00:00,Other Theft/Non-Specific,2403022182ME [14:400],Theft,2200 Bartlett Rd,POINT (-90.052 35.149)
Memphis,TN,35.121,-89.908,2024-02-03 12:00:00,MVT/Passenger Vehicle,2402021053ME [11:280],Theft of Vehicle,400 Perkins Ext,POINT (-89.908 35.121)
Memphis,TN,35.149,-89.958,2024-02-03 12:00:00,MVT/Passenger Vehicle,2402021031ME [11:550],Theft of Vehicle,3100 Summer Ave,POINT (-89.958 35.149)
Memphis,TN,35.141,-89.796,2024-02-03 12:00:00,Shoplifting/Misdemeanor,2402020994ME [17:007],Theft,600 Germantown Pkwy,POINT (-89.796 35.141)
Memphis,TN,35.163,-89.973,2024-02-03 12:00:00,Burglary/Non-residential,2402022589ME [13:693],Breaking & Entering,1100 Meagher St,POINT (-89.973 35.163)
Memphis,TN,35.105,-90.044,2024-02-03 12:07:00,Simple Assault/DV,2402020987ME [13:703],Assault,1600 Lauderdale St,POINT (-90.044 35.105)
Memphis,TN,35.242,-89.994,2024-02-03 12:13:00,Robbery/Individual,2402021014ME [15:853],Robbery,4400 Coventry Drive,POINT (-89.994 35.242)
Memphis,TN,35.054,-89.831,2024-02-03 12:15:00,Shoplifting/Misdemeanor,2402020999ME [08:243],Theft,3500 Riverdale Rd,POINT (-89.831 35.054)
Memphis,TN,35.149,-89.947,2024-02-03 12:20:00,Simple Assault/DV,2402021011ME [07:923],Assault,3500 Summer Ave,POINT (-89.947 35.149)
Memphis,TN,35.128,-89.947,2024-02-03 12:20:00,Theft from Motor Vehicle,2402021012ME [14:160],Theft from Vehicle,3500 Poplar Ave,POINT (-89.947 35.128)
Memphis,TN,35.058,-90.028,2024-02-03 12:25:00,Drugs/Narcotics Violation/Felony,2402021030ME [11:807],Drugs,3300 Lucibill Rd,POINT (-90.028 35.058)
Memphis,TN,35.058,-90.028,2024-02-03 12:25:00,Stolen Property,2402021030ME [11:527],Theft,3300 Lucibill Rd,POINT (-90.028 35.058)
Memphis,TN,35.058,-90.028,2024-02-03 12:25:00,Weapon Law Violations/Felony,2402021030ME [11:243],Weapons Offense,3300 Lucibill Rd,POINT (-90.028 35.058)
Memphis,TN,35.243,-89.994,2024-02-03 12:45:00,Intimidation,2402021008ME [11:620],Assault,4400 Coventry Dr,POINT (-89.994 35.243)
Memphis,TN,35.159,-89.954,2024-02-03 13:00:00,Vandalism/Misdemeanor,2402021027ME [15:040],Property Crime,1000 Hudson St,POINT (-89.954 35.159)
Memphis,TN,35.160,-89.974,2024-02-03 13:00:00,Burglary/Residential,2402022361ME [14:730],Breaking & Entering,1000 Springdale Run Dr,POINT (-89.974 35.16)
Memphis,TN,35.110,-89.957,2024-02-03 13:00:00,Burglary/Residential,2402021104ME [21:260],Breaking & Entering,3200 Douglass Ave,POINT (-89.957 35.11)
Memphis,TN,35.117,-89.910,2024-02-03 13:15:00,Theft from Motor Vehicle,2402021025ME [10:667],Theft from Vehicle,4600 Poplar Ave,POINT (-89.91 35.117)
Memphis,TN,35.005,-90.028,2024-02-03 13:16:00,Weapon Law Violations/Felony,2402021270ME [05:193],Weapons Offense,5300 Elvis Presley Blvd,POINT (-90.028 35.005)
Memphis,TN,35.005,-90.028,2024-02-03 13:16:00,Aggravated Assault,2402021270ME [08:917],Assault,5300 Elvis Presley Blvd,POINT (-90.028 35.005)
Memphis,TN,35.238,-89.892,2024-02-03 13:30:00,Theft from Motor Vehicle,2402021077ME [11:603],Theft from Vehicle,4100 Austin Peay Hwy,POINT (-89.892 35.238)
Memphis,TN,35.238,-89.892,2024-02-03 13:30:00,Vandalism/Misdemeanor,2402021049ME [13:940],Property Crime,4100 Austin Peay Hwy,POINT (-89.892 35.238)
Memphis,TN,35.136,-90.058,2024-02-03 13:30:00,MVT/Passenger Vehicle,2402021058ME [14:407],Theft of Vehicle,S Main St//Talbot Ave,POINT (-90.058 35.136)
Memphis,TN,35.114,-90.021,2024-02-03 13:39:00,Burglary/Business,2402021048ME [10:187],Breaking & Entering,1200 Bellevue Blvd,POINT (-90.021 35.114)
Memphis,TN,35.061,-89.907,2024-02-03 13:41:00,Shoplifting/Misdemeanor,2402021042ME [15:180],Theft,4700 Knight Arnold Rd,POINT (-89.907 35.061)
Memphis,TN,35.187,-89.794,2024-02-03 14:00:00,Theft from Building,2402021044ME [10:830],Theft,2300 Germantown Pkwy,POINT (-89.794 35.187)
Memphis,TN,35.059,-89.801,2024-02-03 14:00:00,MVT/Passenger Vehicle,2402021381ME [11:233],Theft of Vehicle,7900 Black Mountain Dr,POINT (-89.801 35.059)
Memphis,TN,35.206,-89.987,2024-02-03 14:00:00,Simple Assault/DV,2402021052ME [07:997],Assault,2400 Maplehurst Dr,POINT (-89.987 35.206)
Memphis,TN,35.099,-89.984,2024-02-03 14:00:00,Vandalism/Misdemeanor,2402021107ME [13:520],Property Crime,2400 Lowell Ave,POINT (-89.984 35.099)
Memphis,TN,35.051,-90.102,2024-02-03 14:00:00,Intimidation/DV,2402021386ME [12:377],Assault,4000 Weaver Rd,POINT (-90.102 35.051)
Memphis,TN,35.077,-89.996,2024-02-03 14:00:00,Burglary/Residential,2402022104ME [10:580],Breaking & Entering,2600 W Hillview Drive,POINT (-89.996 35.077)
Memphis,TN,35.082,-89.920,2024-02-03 14:09:00,Trespass of Real Property,2402021035ME [11:283],Disorder,4300 Mallory Ave,POINT (-89.92 35.082)
Memphis,TN,35.092,-89.973,2024-02-03 14:17:00,Weapon Law Violations/Felony,2402021043ME [08:687],Weapons Offense,2800 Filmore Ave,POINT (-89.973 35.092)
Memphis,TN,35.092,-89.973,2024-02-03 14:17:00,Aggravated Assault/DV,2402021043ME [08:410],Assault,2800 Filmore Ave,POINT (-89.973 35.092)
Memphis,TN,35.031,-89.871,2024-02-03 14:40:00,MVT/Passenger Vehicle,2402021071ME [10:737],Theft of Vehicle,5800 Jardin Pl,POINT (-89.871 35.031)
Memphis,TN,35.102,-89.978,2024-02-03 14:45:00,Simple Assault/DV,2402021057ME [11:420],Assault,1600 Hamilton St,POINT (-89.978 35.102)
Memphis,TN,35.028,-90.058,2024-02-03 15:00:00,Simple Assault/DV,2402021059ME [10:437],Assault,2000 Carver Rd,POINT (-90.058 35.028)
Memphis,TN,35.210,-90.034,2024-02-03 15:00:00,Burglary/Residential,2402021070ME [12:707],Breaking & Entering,3200 Hillis St,POINT (-90.034 35.21)
Memphis,TN,35.199,-89.788,2024-02-03 15:10:00,Shoplifting/Misdemeanor,2402021056ME [10:533],Theft,2700 N Germantown Pkwy,POINT (-89.788 35.199)
Memphis,TN,35.113,-89.903,2024-02-03 15:11:00,Shoplifting/Misdemeanor,2403027055ME [15:900],Theft,700 Colonial Rd,POINT (-89.903 35.113)
Memphis,TN,35.048,-89.811,2024-02-03 15:30:00,Theft from Building,2402021084ME [13:300],Theft,7600 Winchester Rd,POINT (-89.811 35.048)
Memphis,TN,35.100,-89.889,2024-02-03 15:45:00,Drunkenness,2402021064ME [12:540],Liquor,1200 Wellsville Rd,POINT (-89.889 35.1)
Memphis,TN,35.107,-90.060,2024-02-03 15:50:00,Weapon Law Violations/Felony,2402021068ME [11:270],Weapons Offense,100 Pkwy,POINT (-90.06 35.107)
Memphis,TN,35.107,-90.060,2024-02-03 15:50:00,Vandalism/Misdemeanor,2402021068ME [11:533],Property Crime,100 Pkwy,POINT (-90.06 35.107)
Memphis,TN,35.175,-89.768,2024-02-03 16:00:00,Aggravated Assault/DV,2402021080ME [09:113],Assault,1900 Dartford Dr,POINT (-89.768 35.175)
Memphis,TN,35.064,-90.073,2024-02-03 16:00:00,Burglary/Residential,2402021128ME [11:510],Breaking & Entering,300 Brooks Rd,POINT (-90.073 35.064)
Memphis,TN,35.042,-89.859,2024-02-03 16:00:00,Simple Assault,2402021074ME [12:860],Assault,6200 Eyrie Dr,POINT (-89.859 35.042)
Memphis,TN,35.062,-90.019,2024-02-03 16:00:00,Simple Assault/DV,2402021085ME [13:987],Assault,1400 Springbrook Ave,POINT (-90.019 35.062)
Memphis,TN,35.164,-90.029,2024-02-03 16:00:00,Trespass of Real Property,2402021089ME [13:340],Disorder,900 Pearce St,POINT (-90.029 35.164)
Memphis,TN,35.142,-90.006,2024-02-03 16:15:00,Vandalism/Misdemeanor,2402021086ME [12:623],Property Crime,1700 Poplar Ave,POINT (-90.006 35.142)
Memphis,TN,35.142,-90.006,2024-02-03 16:15:00,Theft from Motor Vehicle,2402021086ME [12:363],Theft from Vehicle,1700 Poplar Ave,POINT (-90.006 35.142)
Memphis,TN,35.124,-89.983,2024-02-03 16:20:00,Theft from Motor Vehicle,2402021109ME [16:850],Theft from Vehicle,800 Pkwy,POINT (-89.983 35.124)
Memphis,TN,35.139,-89.965,2024-02-03 16:30:00,Murder,2402021078ME [00:770],Homicide,3000 Mimosa Ave,POINT (-89.965 35.139)
Memphis,TN,35.139,-89.965,2024-02-03 16:30:00,Vandalism/Misdemeanor,2402021078ME [14:597],Property Crime,3000 Mimosa Ave,POINT (-89.965 35.139)
Memphis,TN,35.139,-89.965,2024-02-03 16:30:00,Weapon Law Violations/Felony,2402021078ME [14:287],Weapons Offense,3000 Mimosa Ave,POINT (-89.965 35.139)
Memphis,TN,35.067,-89.926,2024-02-03 16:40:00,Aggravated Assault/DV,2402021083ME [10:750],Assault,4200 Claudette Cv,POINT (-89.926 35.067)
Memphis,TN,35.067,-89.926,2024-02-03 16:40:00,Weapon Law Violations/Felony,2402021083ME [11:030],Weapons Offense,4200 Claudette Cv,POINT (-89.926 35.067)
Memphis,TN,35.202,-90.012,2024-02-03 16:40:00,Simple Assault,2402021095ME [20:867],Assault,2900 Raja Rd,POINT (-90.012 35.202)
Memphis,TN,35.010,-89.993,2024-02-03 16:50:00,Simple Assault/DV,2402021103ME [16:087],Assault,2200 Village Woods Ct,POINT (-89.993 35.01)
Memphis,TN,35.010,-89.993,2024-02-03 16:50:00,Simple Assault/DV,2402021125ME [17:217],Assault,2200 Village Woods Ct,POINT (-89.993 35.01)
Memphis,TN,35.046,-89.854,2024-02-03 17:00:00,Vandalism/Misdemeanor,2402021129ME [13:523],Property Crime,I-40//Front St,POINT (-89.854 35.046)
